LGTD,LTTD,DRP
119.193525,39.760690,0.0
119.219808,39.781214,0.0
119.195456,39.771616,0.0
119.185172,39.784272,0.0
119.178271,39.742615,0.0
116.378611,41.455556,0.0
116.592778,41.413889,15.5
116.674167,41.454167,0.0
116.782778,41.323889,85.5
116.611389,41.311667,0.0
116.600000,41.266700,0.0
116.456944,41.306944,0.0
116.650000,41.201200,0.0
116.650000,41.200900,0.0
116.650000,41.200400,0.0
116.650300,41.200100,0.0
116.650500,41.200000,0.0
116.551667,41.195556,2.5
116.837222,41.188611,3.0
116.951944,41.171111,22.5
117.047500,41.150278,79.5
116.620278,41.113889,4.5
117.016667,41.067222,0.0
117.016700,41.050000,0.0
116.768333,41.021111,1.5
117.090000,40.951944,4.5
117.203156,41.387760,11.5
116.912927,41.123099,0.0
116.945266,41.043193,1.5
117.037979,41.083018,3.5
117.008946,40.957311,1.0
116.688026,41.462767,19.5
116.394700,41.464267,17.5
116.351929,41.394411,9.0
117.008224,41.342966,30.5
116.806234,41.157197,0.0
116.394334,40.978154,3.5
116.618483,41.333296,6.0
116.652205,41.211059,3.5
116.501884,41.273994,3.0
117.385904,40.744068,0.0
116.728611,40.976667,1.0
117.149211,40.723168,0.0
116.803081,40.935008,0.0
117.183889,40.968056,6.5
116.892794,40.934595,0.0
117.056405,40.840293,0.0
116.935952,40.903935,0.0
116.993056,40.921389,1.5
116.995493,40.844054,0.0
116.954383,40.793556,0.0
117.012120,40.766587,0.0
117.052222,40.908611,0.0
117.096334,40.800081,0.0
117.117866,40.829948,0.0
117.128376,40.893276,0.0
116.977200,40.887800,0.0
117.237607,40.841519,0.0
117.279580,40.854227,0.0
117.081944,40.880000,3.0
117.282406,40.950461,0.0
116.836389,40.873333,2.5
117.239167,40.887222,9.0
117.238611,40.756111,3.5
117.292778,40.744444,3.5
117.303611,40.833056,3.0
116.982222,40.729444,4.5
116.913056,40.838056,3.5
117.009444,40.828889,2.5
117.206400,40.718900,0.0
117.366389,40.711944,2.0
117.333889,40.943611,11.0
117.302222,40.676944,2.0
116.806667,40.915556,1.5
117.236667,40.757778,0.5
117.194167,40.945278,8.5
117.421944,40.402222,18.0
117.274167,40.362500,7.5
117.238333,40.378611,15.5
117.388056,40.540278,5.5
117.277778,40.482778,5.0
117.492222,40.291111,0.0
117.323333,40.397778,0.0
117.852222,40.452500,17.5
115.552289,41.160183,6.4
115.815753,41.196496,3.4
115.746200,41.340900,0.0
116.113800,41.210400,0.0
115.864366,41.104201,3.6
115.611800,41.099400,0.0
115.683300,40.883200,0.0
115.556100,41.067349,4.6
116.157000,41.004000,0.0
115.547990,41.013485,9.2
116.112000,41.054300,0.0
115.761766,40.929744,11.6
115.673000,40.737700,0.0
116.033100,40.874400,0.0
115.749328,40.582276,15.8
115.926500,41.160700,0.0
115.767612,40.911007,0.0
115.937500,40.638400,0.0
115.889200,40.889200,0.0
116.328800,40.949800,0.0
115.574235,40.875546,7.0
115.644400,41.272700,0.0
115.508000,40.849836,3.0
116.010300,41.079000,0.0
115.551941,40.757323,11.2
116.003600,41.244900,0.0
115.631803,40.777317,7.6
115.600570,40.679048,8.4
115.582457,40.618403,15.8
115.587668,40.588320,26.6
116.066298,41.257977,23.6
115.952187,41.357465,35.5
116.116918,41.301464,40.4
115.727964,40.615000,20.8
115.991649,40.779370,16.8
116.065650,40.836518,8.6
116.077386,40.696240,47.4
116.185573,41.200087,10.4
116.020570,40.690065,44.8
115.733983,40.753315,33.8
115.964891,41.166508,10.4
116.078114,40.866088,6.0
115.750176,40.905528,7.0
115.748060,40.565438,23.6
116.139031,41.114411,4.2
115.709193,41.330060,13.0
115.934998,41.003241,9.4
116.182558,40.967500,7.0
116.272955,40.911948,5.0
116.366155,40.856675,6.0
115.764876,41.059919,0.0
116.145235,40.682565,0.0
115.762315,41.055684,0.0
116.683333,41.183333,0.0
116.205278,41.150000,0.0
116.963556,39.783472,0.0
116.984715,40.887335,0.0
115.769956,40.912377,8.0
117.038300,41.082500,2.5
117.009167,40.957200,2.0
116.623890,41.211390,5.5
117.375830,40.734000,0.0
117.463800,40.888528,0.0
117.182800,40.788056,0.0
117.174700,40.817200,0.0
117.298130,40.765400,0.0
117.192500,40.733000,0.0
117.254700,40.760600,0.0
116.808610,40.915830,0.0
117.365280,40.416390,0.0
117.399410,40.422350,24.0
117.256760,40.399300,20.5
117.319720,40.415830,22.0
117.336250,40.473140,10.0
117.358330,40.405278,43.0
117.406400,39.760000,1.4
117.413800,39.756900,0.0
117.407500,39.756800,0.0
117.583333,39.750000,0.0
117.589942,39.738437,0.0
117.682200,39.556100,0.0
117.739790,39.138080,0.0
117.727800,39.117500,5.6
117.727600,39.115400,0.0
117.450000,40.190000,0.0
118.437070,39.982063,22.5
118.443518,40.045308,0.0
118.458302,40.041366,0.0
118.395495,40.003769,0.0
117.545593,39.975758,17.0
117.560585,39.969624,14.5
117.556327,39.942711,12.5
117.561157,39.974186,0.0
117.524597,39.926152,0.0
117.537495,39.969866,15.5
117.550550,39.761050,0.0
117.608711,39.938088,10.5
117.550700,39.760550,0.0
117.536880,39.960063,13.0
117.669269,39.960737,16.0
117.581915,39.987874,23.0
117.589992,39.952140,1.5
117.637169,39.960122,13.0
117.770000,39.910833,0.0
117.887500,39.929167,0.0
117.675556,39.956111,0.0
117.804300,39.935422,2.0
117.824942,39.957573,22.0
117.916690,39.929635,0.5
117.719115,39.953596,14.5
117.743848,39.946340,13.0
117.763465,39.951039,15.5
117.761758,39.935625,0.5
117.775820,39.937434,17.0
117.819770,39.966252,22.0
117.808871,39.972565,26.0
117.865570,39.929840,0.0
117.889268,39.894199,0.0
117.692253,39.956001,0.0
117.668005,39.916816,0.0
117.923007,39.876222,0.0
117.881243,39.882245,0.0
117.817032,39.946925,0.0
117.818537,39.980703,0.0
117.925480,39.943563,0.0
117.565968,39.973663,0.0
117.551668,39.953591,0.0
117.622892,39.938031,0.0
117.766882,39.945411,0.0
117.793923,39.935437,0.0
117.841360,39.966286,0.0
117.745295,39.601655,0.0
117.814048,39.930299,0.0
117.919928,39.930688,0.0
117.717478,39.950702,0.0
117.739814,39.949873,0.0
118.261921,39.985324,0.0
118.268187,39.987577,0.0
118.248896,40.000000,0.0
118.309192,39.969029,0.0
118.280932,40.019760,0.0
118.315391,39.998242,20.0
118.200445,40.027088,0.0
118.215082,40.002746,22.5
118.230239,40.013038,22.5
118.108855,39.956006,21.0
118.171777,39.986327,0.0
118.059725,39.968338,0.0
118.134070,39.902542,12.5
118.094447,39.899682,13.5
118.146556,39.908220,14.0
118.112398,39.873523,13.0
118.151043,39.848857,13.6
118.118889,39.875000,0.0
118.057512,39.910702,17.2
118.052687,39.931097,0.0
118.057860,39.918151,19.6
118.010040,39.900936,25.0
118.058333,39.541667,0.0
117.680000,40.120000,0.0
117.911750,39.802194,0.0
117.982528,39.645333,0.0
118.283167,40.058250,0.0
117.846583,40.103639,0.0
117.087250,39.988861,0.0
117.066670,39.883300,0.0
117.012375,39.886660,0.0
117.047997,39.961847,0.0
117.012375,39.886660,0.0
117.047997,39.961847,0.0
117.625000,40.222780,53.5
117.584490,40.215570,1.5
117.783840,40.264460,29.0
117.441670,40.308890,41.5
117.530000,40.290280,53.5
117.468630,40.281700,32.5
117.488890,40.255560,39.0
117.323060,40.316390,39.5
117.407160,40.301000,41.0
117.642778,40.296670,33.0
117.833369,39.358072,0.0
117.536900,39.180000,0.0
117.090600,39.240800,0.0
117.090900,39.242800,0.0
117.088111,39.245056,0.0
117.722111,39.105333,5.8
117.722056,39.102889,0.0
117.372800,39.282100,23.6
116.900000,39.766667,0.0
116.900000,39.766667,0.0
116.943969,39.691324,8.0
116.944000,39.678250,0.0
117.069800,39.425100,54.2
117.085200,39.242800,5.8
117.089400,39.240900,0.0
116.650000,39.933333,0.0
115.999917,40.199395,0.0
116.220000,40.130000,0.0
116.100000,40.170000,0.0
115.580000,40.070000,0.0
116.050000,40.140000,0.0
116.170000,40.200000,0.0
116.040000,40.170000,0.0
116.220000,40.190000,0.0
116.210444,40.324583,0.0
116.210000,40.330000,0.0
116.266667,40.250000,0.0
116.268997,40.254764,0.0
116.441774,40.233215,0.0
116.350000,40.033333,0.0
116.400000,40.050000,0.0
116.416667,39.950000,0.0
116.366667,39.966667,0.0
116.416667,39.966667,0.0
116.300000,39.916667,0.0
116.316667,39.916667,0.0
116.316667,39.916667,0.0
116.333333,39.900000,0.0
116.333333,39.916667,0.0
116.450000,39.900000,0.0
116.650000,39.933333,0.0
116.938694,39.787639,0.0
116.938694,39.787639,0.0
116.780000,39.802000,0.0
116.400000,39.833333,0.0
116.923580,39.733067,0.0
116.683333,39.600000,0.0
116.102000,40.380000,30.2
116.100000,40.366667,0.0
116.120000,40.190000,0.0
116.183333,40.300000,0.0
116.210000,40.325000,18.6
116.180000,40.303000,5.2
116.244000,40.293000,7.2
116.265000,40.248000,4.9
116.215300,40.211000,16.1
116.093767,40.247625,5.8
116.080000,40.160000,0.0
116.040000,40.180000,0.0
116.010000,40.160000,0.0
115.932000,40.202000,7.0
116.001000,40.199000,5.7
116.200000,40.140000,0.0
116.180000,40.120000,0.0
115.560000,40.090000,0.0
116.058000,40.181000,9.5
116.010000,40.060000,0.0
116.130000,40.157000,15.0
116.170000,40.806000,0.0
116.160000,40.052000,3.4
116.170000,40.047000,0.0
116.266667,40.116667,9.3
116.260000,40.110000,0.0
116.270000,40.150000,0.0
116.430000,40.160000,0.0
116.357000,40.282000,18.5
116.190000,40.190000,0.0
116.170000,40.210000,0.0
116.390000,40.326000,28.5
116.417000,40.310000,27.5
116.447000,40.233000,9.4
116.489000,40.278000,30.0
116.647028,39.511417,17.8
116.565472,39.512806,21.8
116.499556,39.480333,19.2
116.510833,39.495556,0.0
116.802111,39.404139,20.8
116.713833,39.453917,21.6
116.822667,39.429778,33.6
116.524083,39.582972,0.0
116.598806,39.586139,0.0
112.249444,39.248333,5.6
112.303333,39.409167,0.6
112.404444,39.461944,1.4
112.444448,39.595510,1.0
112.767333,39.881833,1.2
112.750333,39.841833,4.0
112.599444,39.805833,0.4
112.316667,39.650556,1.6
112.727222,39.682778,4.2
112.616666,39.683333,2.4
112.003000,39.666000,3.4
112.439167,39.154722,18.2
112.623889,39.248333,6.6
112.781667,39.328611,6.2
112.933056,39.439444,20.8
113.126667,39.387167,14.8
113.072667,39.531500,1.8
113.281333,39.347500,28.8
113.192333,39.507167,4.4
112.799667,39.885667,1.4
112.826000,39.834333,1.0
112.786500,39.800667,1.0
112.763333,39.760833,0.6
113.000391,39.682871,1.4
112.969632,39.878429,0.6
113.891667,39.682222,0.0
113.784722,39.783889,4.8
113.541389,39.778333,0.2
113.226364,40.533622,0.0
113.110328,40.473561,0.0
112.988611,40.411111,0.0
113.132422,40.417708,0.0
113.729167,39.638611,0.6
113.539333,39.438667,16.4
113.639167,39.513611,5.8
113.445000,39.703333,0.0
113.414500,39.601333,0.6
113.416833,39.405333,8.2
113.319667,39.469833,3.6
113.318805,39.750040,0.4
112.994833,39.966000,0.0
113.168167,40.006167,0.0
113.263920,39.905743,0.2
113.050000,40.600000,0.0
113.133333,40.600000,0.0
113.181197,40.604592,0.0
113.166667,40.450000,0.0
112.988611,40.303056,0.0
113.050000,40.483333,0.0
113.500000,40.583333,0.0
113.074719,40.331203,0.6
113.238667,40.390500,0.4
113.538994,40.267867,0.2
113.513333,40.325833,1.4
114.156667,40.931111,0.0
112.966378,40.219194,1.6
113.094833,40.202667,0.6
113.355167,40.101333,0.4
113.347000,40.007333,0.2
112.688000,39.923500,2.0
112.707833,40.156333,0.0
112.833333,40.100000,0.0
112.974459,40.098909,0.0
113.630278,39.861667,2.2
113.581839,40.169969,1.0
113.466666,40.116666,0.2
113.653536,40.090714,1.2
113.540894,39.941164,0.6
113.890333,39.952667,1.8
113.915833,40.166333,2.2
114.013472,40.050083,2.8
114.110056,39.966222,2.6
114.166833,40.121722,4.2
114.405694,40.100417,7.2
114.283861,40.182944,12.6
114.439056,40.206500,3.4
114.654000,40.060528,5.2
113.961111,39.796667,0.8
114.105556,39.815278,3.8
114.146389,39.863333,7.2
114.400786,39.606750,0.2
114.351944,39.611944,0.4
114.241389,39.623056,5.8
114.261389,39.661389,1.8
114.473139,39.642917,0.6
114.424528,39.802778,7.8
114.306417,39.909500,2.0
114.418694,39.735861,0.6
114.443250,39.864250,16.4
114.623833,39.795639,17.6
114.566694,39.833472,20.8
114.821083,39.678556,1.0
114.656806,39.631472,0.4
114.631611,39.782500,13.6
114.492056,39.916361,1.8
114.819028,39.751639,5.8
114.868944,39.880667,11.8
114.572167,39.953111,9.0
114.633083,39.989278,6.0
114.762556,39.955861,3.4
114.859111,39.955694,0.2
114.947917,40.111250,2.4
114.994278,40.064528,3.2
114.845667,40.079528,4.0
114.855556,40.018306,2.6
114.764972,40.053556,8.4
114.620750,40.333111,21.8
114.838472,40.267917,11.8
115.060583,40.138639,8.2
114.987250,40.323889,12.0
115.143667,40.355778,2.8
115.157806,40.183056,10.8
115.227306,40.371389,10.2
113.733333,40.233333,1.8
113.716667,40.516667,0.0
113.664569,40.415539,3.4
113.917500,40.338611,6.8
114.171389,40.250556,4.2
114.229444,40.321944,8.2
114.100000,40.316666,6.4
114.021944,40.485833,1.6
114.206944,40.521111,0.8
114.295917,40.506500,0.0
114.355639,40.571972,6.2
113.866667,40.650000,0.0
114.050000,40.650000,0.0
114.110556,40.681389,1.8
114.171667,40.708694,2.6
113.666667,41.066667,0.0
113.633333,41.166667,0.0
113.700000,40.983333,0.0
113.783333,41.116667,0.0
114.105478,41.098306,8.6
113.969194,41.078917,0.2
113.900000,40.883333,0.0
114.000000,40.850000,0.0
114.159722,40.829250,9.6
114.296000,41.054028,2.0
114.152611,40.997639,2.8
114.095583,40.980278,1.0
114.156556,40.929917,2.8
114.245111,40.877722,2.6
114.341306,40.905139,2.2
114.325306,40.792972,7.2
116.066391,40.835585,0.0
116.010169,40.736531,0.0
116.052730,40.736538,0.0
116.183942,40.814879,0.0
115.763121,40.744546,0.0
116.118536,40.772149,0.0
115.958921,40.684990,0.0
115.990472,40.694714,0.0
115.983306,40.648621,0.0
116.015298,40.689641,0.0
116.098101,40.688393,0.0
116.115766,41.298998,0.0
116.084304,41.241169,0.0
116.089335,41.193058,0.0
115.742340,40.564677,0.0
116.158699,41.180054,0.0
116.132685,41.112495,0.0
115.967330,41.138135,0.0
115.597357,40.977083,0.0
115.932434,41.000046,0.0
116.098429,40.950643,0.0
116.005961,41.219927,0.0
116.172769,40.974805,0.0
116.177595,40.916148,0.0
115.904115,40.865640,0.0
116.273272,40.909959,0.0
116.253576,40.854762,0.0
116.351859,40.811100,0.0
115.086840,41.202980,3.5
115.222453,41.108989,0.0
115.142770,41.200230,7.0
115.297206,40.985403,0.0
115.214630,41.234260,13.5
115.209750,41.166620,2.0
115.055880,41.076310,7.0
115.140740,41.059650,9.5
115.321120,41.154950,4.5
115.312490,41.238840,12.0
115.158390,41.099550,4.5
115.100610,40.996290,2.5
115.271926,40.950704,0.0
115.321797,41.056334,0.0
115.014620,40.996714,0.0
115.175204,40.965413,0.0
115.382492,41.079128,0.0
114.922503,40.896240,0.0
114.966279,40.893268,0.0
115.231250,41.092330,2.5
115.245650,41.039690,9.5
115.230480,41.000490,24.0
115.506220,41.252830,5.0
115.486550,41.133340,11.0
115.447230,41.061400,5.5
115.325260,41.092320,5.0
115.383350,41.005560,23.0
115.156800,40.909830,1.5
115.216790,40.828470,6.5
115.449580,41.010270,18.0
115.286830,41.005520,38.0
115.377060,40.856180,2.0
115.267750,40.836210,2.0
115.387922,40.838792,0.0
115.023820,40.902450,2.5
114.422822,40.764713,5.0
114.422755,40.757232,2.0
114.552778,40.744167,0.0
114.427529,40.714854,6.5
114.467714,40.923927,17.5
114.476377,40.764281,0.0
114.447222,40.884722,4.5
114.419029,40.876452,2.5
114.534407,40.869166,0.0
114.414722,40.859166,3.5
114.423548,40.843056,5.0
114.479813,40.820985,6.0
114.756871,40.903715,4.5
114.444444,40.797500,3.5
114.789773,40.823725,0.0
114.457440,40.921787,15.5
114.825338,40.799113,0.0
114.479780,40.834014,6.5
114.550000,40.966667,0.0
114.540278,40.946667,2.0
114.506496,40.922923,18.0
114.540000,40.906667,11.5
114.521666,40.861944,9.0
114.491111,40.855833,7.0
114.526388,40.839166,7.5
114.504166,40.825277,6.0
114.512284,40.814632,5.5
114.510882,40.761074,5.5
114.378333,40.718611,8.5
114.568213,40.821068,7.5
114.592773,40.788483,4.5
114.600146,40.775711,0.0
114.656951,40.771704,5.5
114.621839,40.759761,7.5
114.599154,40.713574,5.0
114.692915,40.765804,3.0
114.652500,40.783333,4.5
114.584444,40.936944,1.5
114.602778,40.948333,1.0
114.644374,40.901215,9.5
114.602500,40.890000,8.5
114.653229,40.890135,8.0
114.669722,40.862222,5.0
114.732365,40.764028,2.0
114.626093,40.941722,1.5
114.700268,40.843146,0.0
114.634722,40.978333,0.5
114.785338,40.771486,4.0
114.715363,40.972622,4.0
114.812500,40.790833,3.0
114.711516,40.947033,0.5
114.604132,40.793612,3.5
114.663611,40.961944,0.5
114.767100,40.806771,0.0
114.696844,40.924874,1.5
114.797777,40.831666,1.0
114.683889,40.917222,3.0
114.775278,40.863611,3.0
114.731878,40.833287,2.0
114.747426,40.773150,0.0
114.752222,40.963056,2.5
114.751512,40.893306,4.5
114.750556,40.935556,2.0
114.733611,40.915556,2.5
114.256694,40.664054,0.0
114.206415,40.681461,0.0
114.282298,40.716032,0.0
114.470291,40.377270,0.0
114.282640,40.670775,5.5
114.237224,40.711310,0.0
114.381372,40.434909,0.0
114.382600,40.395367,18.0
114.313289,40.401031,0.0
114.299899,40.394410,6.0
114.395431,40.403041,0.0
114.465988,40.614348,0.0
114.428942,40.675836,0.0
114.375041,40.658522,3.5
114.383065,40.697156,8.0
114.390714,40.696371,0.0
114.386650,40.653928,0.0
114.392755,40.651984,4.5
114.447083,40.663012,0.0
114.581523,40.669463,0.0
114.581523,40.669463,0.0
114.342883,40.540748,0.0
114.363060,40.581012,0.0
114.329491,40.536283,0.5
114.364171,40.556803,0.0
114.381425,40.584786,0.0
114.394827,40.518758,0.0
114.405872,40.659330,0.0
114.451032,40.613625,0.0
114.444385,40.550690,10.5
114.775556,40.607222,0.0
114.477819,40.602315,0.0
114.489394,40.583225,0.0
114.423454,40.488537,0.0
114.499472,40.590312,18.5
114.449980,40.471509,0.0
114.500768,40.409646,0.0
114.450548,40.442728,0.0
114.487222,40.403056,0.0
114.464977,40.469812,6.0
119.172459,39.727597,0.0
119.551755,39.923286,0.0
119.555759,39.955710,0.0
119.425186,39.857144,0.0
119.174567,39.682381,0.0
119.776583,39.975858,0.0
116.750000,40.066667,0.0
116.750000,40.066667,0.0
116.771779,40.027086,0.0
116.963667,39.782806,5.6
116.963667,39.782806,0.0
117.139167,39.820800,0.0
117.139200,39.820800,0.0
117.469800,39.467700,8.0
117.471800,39.463100,0.0
117.655000,39.155000,12.4
117.654400,39.153100,0.0
116.759586,39.902072,0.0
115.761667,41.055972,3.8
115.700600,40.941100,0.0
116.000000,40.700000,0.0
116.183338,40.650959,0.0
116.290000,40.620000,0.0
115.900000,40.547000,0.0
115.995000,40.550000,0.0
116.073000,40.480000,0.0
116.783333,40.616667,0.0
116.831703,40.485305,0.0
116.811618,40.464019,0.0
116.833333,40.466667,0.0
116.833333,40.450000,0.0
115.659889,40.972611,12.2
115.700778,40.940806,13.6
116.379361,40.786694,5.4
116.419186,40.902249,0.0
116.429050,40.892290,0.0
116.429050,40.892290,0.0
116.429050,40.892290,0.0
116.363130,40.987220,0.0
116.363130,40.987220,0.0
116.363130,40.987220,0.0
116.363131,40.987218,0.0
116.363130,40.987220,0.0
117.024478,40.629844,0.0
116.691111,41.187778,3.6
117.281667,40.701111,0.0
117.159444,40.704722,2.4
117.281667,40.701111,0.0
117.166667,40.616667,0.0
116.978645,40.445480,0.0
116.988086,40.431404,0.0
116.983333,40.450000,0.0
116.950890,41.006822,0.0
117.026868,40.972914,0.0
116.969835,40.885198,0.0
117.062418,40.770659,0.0
117.279083,40.711861,2.0
117.380590,40.634929,0.0
117.000000,40.400000,0.0
117.034692,40.386370,0.0
116.611118,40.305747,0.0
116.619014,40.302570,0.0
116.613006,40.302570,0.0
116.613178,40.300868,0.0
116.616667,40.300000,0.0
116.616096,40.300148,0.0
116.550000,40.316667,0.0
116.566667,40.350000,0.0
116.616667,40.300000,0.0
116.648166,40.417748,0.0
116.666736,40.387089,0.0
116.678925,40.398788,0.0
116.678237,40.454392,0.0
116.953278,39.685222,0.0
116.953278,39.685222,0.0
117.121556,39.620167,17.2
116.972456,39.779985,0.0
116.485000,40.432800,0.0
115.715028,41.309083,8.2
115.837472,41.232722,7.6
115.752417,41.136028,3.6
115.570833,41.224389,12.6
115.647861,41.152556,1.8
115.885222,41.116000,4.2
115.927639,41.038167,5.8
115.555361,41.066889,4.8
115.659194,40.976167,9.2
115.731306,40.926139,12.2
115.825750,40.915111,6.0
115.976500,40.929778,8.6
115.940528,40.813750,7.4
115.552722,40.879444,6.2
115.667500,40.824000,17.0
115.566722,40.785278,5.6
115.546778,40.691278,4.0
115.725889,40.672972,15.4
115.820472,40.721361,23.2
115.980528,40.675556,39.0
116.075472,40.809972,8.0
115.663700,41.220200,0.0
116.190300,40.764500,0.0
116.118000,40.694000,43.0
116.178000,40.653000,49.3
116.171278,40.807639,7.0
116.271000,40.745000,0.0
116.343000,40.693000,15.6
116.079028,41.239833,26.8
116.186028,41.199417,10.4
116.089111,41.118944,6.2
115.966528,41.138250,4.6
116.066944,40.991222,7.8
116.235639,41.066444,4.6
116.272778,40.912028,4.6
116.185083,40.911750,4.6
116.260444,40.838389,5.4
116.564000,40.694000,12.3
116.496000,40.630000,16.6
116.407000,40.530000,23.2
116.419000,40.559000,6.7
116.552000,40.633000,13.3
116.403000,40.869000,4.3
116.484000,40.802000,6.4
116.325361,41.231528,12.2
116.509444,41.102278,17.2
116.583330,40.983330,8.2
116.616000,40.902000,10.9
116.744000,40.793000,4.8
116.634000,40.734000,18.5
116.813000,40.725000,7.9
116.602000,40.584000,10.7
116.645000,40.627000,7.9
116.739000,40.640000,7.1
116.782000,40.614000,8.2
116.775808,40.614650,0.0
116.484924,40.322468,0.0
116.818000,40.456000,13.7
116.881111,40.473675,0.0
116.847222,40.474175,0.0
116.865000,40.765000,5.7
116.882000,40.733000,6.6
116.882250,40.733433,0.0
116.926900,40.714000,8.0
116.918000,40.682000,6.4
116.870000,40.619000,6.2
116.820000,40.623000,7.4
116.976000,40.663000,9.0
117.019000,40.632000,7.3
116.982036,40.568719,0.0
116.372417,41.456694,17.4
116.339599,41.387199,11.4
116.542250,41.541417,14.2
116.673750,41.457667,24.8
116.604167,41.307417,4.4
116.486472,41.265333,3.6
116.620694,41.114417,3.2
116.758944,41.256500,4.8
117.022444,41.074389,4.2
117.193333,40.874194,2.8
116.818306,40.908167,1.4
116.972556,40.888639,1.8
117.247444,40.820750,3.0
117.375194,40.735556,2.6
117.165000,40.609000,3.1
117.170219,40.616037,0.0
117.451722,40.640694,1.0
117.416700,40.150000,0.0
117.408300,40.141100,59.8
117.366667,40.166667,0.0
117.298793,40.180778,0.0
117.016667,40.066670,0.0
117.045998,40.046037,0.0
117.087222,39.988889,18.8
117.148139,39.878139,0.0
117.152556,39.877167,0.0
117.139170,39.820833,0.0
117.139167,39.820800,0.0
117.139200,39.820800,0.0
117.382700,39.786600,0.0
117.325722,39.792806,0.0
117.322944,39.791028,1.0
117.250986,40.240160,0.0
117.170000,40.220000,0.0
117.150000,40.300000,0.0
117.087650,40.314331,0.0
117.208371,40.336469,0.0
116.907472,40.013083,12.0
116.995178,39.899512,0.0
117.084848,39.976201,0.0
117.066258,39.870811,0.0
117.149194,39.821528,8.4
116.908333,39.943806,11.4
116.827833,39.876417,10.0
116.923476,39.848541,0.0
117.068472,39.832861,9.6
116.964035,39.796209,0.0
117.071778,39.810027,8.2
117.068472,39.832861,0.0
117.382600,39.785500,0.0
117.366700,39.800000,0.0
117.350000,39.800000,0.0
117.439000,40.029400,2.8
117.437500,40.027300,0.0
117.655800,40.166100,0.0
117.654611,40.166472,21.4
117.683800,40.122100,2.0
117.840389,40.105028,29.2
118.016510,40.250301,10.8
117.775450,40.072783,0.0
117.731552,40.222320,16.6
117.919900,40.062700,4.2
117.700069,40.190577,0.0
117.850000,40.016667,0.0
117.844444,40.015501,45.0
117.721782,39.665460,6.0
117.683400,39.561900,0.0
118.282389,40.057167,20.8
118.153167,40.000806,31.6
118.174111,39.981556,0.0
118.116667,39.833333,0.0
117.914361,39.802139,9.6
117.916667,39.816667,0.0
117.714900,39.615500,0.0
118.133333,39.600000,0.0
118.278787,40.049614,0.0
117.927492,39.874246,0.0
117.911795,39.820011,8.4
117.932568,39.664744,0.0
117.866270,39.409538,0.0
118.028058,39.511342,0.0
118.140025,39.596921,6.0
117.314800,39.673000,0.0
117.350000,39.400000,11.4
117.354600,39.396300,0.0
117.420000,39.377800,0.0
117.366700,39.400000,0.0
117.366700,39.400000,0.0
117.353900,39.397000,0.0
117.364200,39.404500,0.0
117.250000,39.283300,0.0
117.250000,39.283300,0.0
117.250000,39.283300,0.0
117.250000,39.283300,0.0
117.250000,39.283300,0.0
117.205800,40.024300,0.0
117.242700,40.020500,0.0
117.263000,40.009100,0.0
117.396400,40.048600,0.0
117.481000,40.193100,0.0
117.428611,40.287806,17.8
117.339917,40.234250,22.8
117.450000,40.166700,50.0
117.370000,40.165000,78.0
117.314000,40.270000,21.8
117.295000,40.182000,41.0
117.220000,40.172000,37.0
117.248000,40.288000,20.1
117.253000,40.241000,47.6
117.104000,40.158000,41.3
117.210000,40.337000,15.5
117.143000,40.344000,17.8
117.149000,40.345400,0.0
117.150000,40.295800,28.5
117.089000,40.311000,28.3
117.128000,40.284000,44.0
117.071900,40.277900,0.0
116.962000,40.293000,35.5
117.008000,40.182000,33.5
117.010000,40.180000,0.0
117.050000,40.200000,0.0
117.136000,40.136000,41.0
117.120000,40.110000,0.0
116.915000,40.087000,29.5
117.000000,40.110000,0.0
117.171693,39.860849,11.8
118.165111,40.199949,16.4
118.133917,40.117139,20.0
117.844528,39.993694,37.4
117.947528,40.265500,14.2
117.968889,40.191806,12.0
117.803015,40.149766,22.2
117.874611,40.277500,8.8
117.837722,40.258389,20.4
117.713639,40.280194,17.4
117.701817,40.190245,27.2
117.704878,40.152437,23.6
117.899967,40.062500,0.0
117.621167,40.174389,23.4
117.634556,39.878583,8.6
117.713111,39.897500,8.0
117.598361,39.854361,10.2
117.598167,39.737806,11.6
117.084472,39.882722,14.4
116.938806,39.981917,12.4
116.886489,40.005267,14.8
116.845639,39.936028,8.0
117.014982,39.883379,9.6
117.114727,39.765194,6.0
117.795861,39.826333,11.2
117.712111,39.808583,7.2
117.733011,39.665533,6.8
118.402889,40.085972,15.6
118.334861,40.105639,16.8
118.358917,40.069472,15.8
118.264809,40.105005,20.6
118.386333,40.000500,22.0
118.184870,40.061206,16.8
118.078694,40.037167,27.4
118.148578,39.809610,18.6
118.025346,39.856646,23.6
118.021750,39.763056,9.0
117.810510,39.903429,14.4
118.015889,39.989167,18.4
117.938363,39.874727,18.6
117.762917,39.664667,6.6
117.976116,39.640264,5.6
118.166667,39.600000,11.4
118.140107,39.509588,3.8
118.018052,39.474138,7.8
117.874225,39.366403,6.0
117.604167,40.276111,14.0
117.585691,40.254677,0.0
117.630186,40.224898,0.0
117.633889,40.324444,15.5
117.698333,40.303611,13.5
117.671389,40.332222,14.0
117.684166,40.339017,0.0
117.864167,40.314722,8.0
117.936642,40.318587,0.0
117.823611,40.274444,17.5
117.670000,40.242778,28.5
116.532000,40.154000,0.0
116.397000,40.068000,15.5
116.160813,40.015103,0.0
